tree_id,site,status,health,root_stone,latitude,longitude
721564,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
262609,Front,Alive,Good,No,>40.76000,>-73.89000
214409,Front,Alive,Good,No,<40.63000,<-74.07000
508804,Nearby,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
36728,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
649782,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
337612,Nearby,Alive,Fair,Yes,40.63000...40.76000,-74.07000...-73.89000
236577,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
132413,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
589542,Nearby,Stump,Stump,No,>40.76000,-74.07000...-73.89000
33589,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
676558,Nearby,Alive,Good,No,>40.76000,>-73.89000
65113,Side,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
109850,Front,Alive,Good,No,>40.76000,>-73.89000
299546,Front,Alive,Good,No,<40.63000,<-74.07000
217422,Front,Alive,Good,No,<40.63000,<-74.07000
335876,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
305249,Front,Alive,Good,No,<40.63000,<-74.07000
531457,Nearby,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
220543,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
246572,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
716541,Side,Alive,Fair,No,40.63000...40.76000,>-73.89000
586087,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
619396,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
413316,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
276482,Front,Alive,Fair,No,<40.63000,<-74.07000
523910,Side,Alive,Fair,Yes,<40.63000,<-74.07000
177373,Side,Alive,Good,No,<40.63000,<-74.07000
356021,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
11889,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
465535,Nearby,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
217044,Nearby,Dead,Dead,No,>40.76000,-74.07000...-73.89000
280393,Front,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
291888,Nearby,Alive,Good,Yes,<40.63000,<-74.07000
53257,Front,Alive,Good,No,>40.76000,>-73.89000
713182,Side,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
161390,Front,Alive,Good,No,>40.76000,>-73.89000
272658,Nearby,Alive,Fair,No,>40.76000,-74.07000...-73.89000
219880,Front,Alive,Good,No,<40.63000,>-73.89000
463922,Front,Alive,Fair,No,<40.63000,-74.07000...-73.89000
179249,Nearby,Alive,Good,No,>40.76000,>-73.89000
396567,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
223093,Front,Alive,Fair,No,>40.76000,-74.07000...-73.89000
266356,Front,Stump,Stump,No,40.63000...40.76000,>-73.89000
637412,Side,Alive,Poor,No,<40.63000,<-74.07000
51067,Side,Alive,Poor,No,<40.63000,<-74.07000
324416,Front,Alive,Good,No,>40.76000,>-73.89000
510134,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
128507,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
248078,Front,Alive,Good,Yes,>40.76000,-74.07000...-73.89000
112766,Front,Alive,Poor,No,>40.76000,>-73.89000
251220,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
8105,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
343037,Front,Alive,Fair,No,<40.63000,-74.07000...-73.89000
288883,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
388125,Side,Dead,Dead,No,<40.63000,<-74.07000
400984,Front,Dead,Dead,No,40.63000...40.76000,-74.07000...-73.89000
155797,Nearby,Alive,Good,No,<40.63000,<-74.07000
498946,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
203864,Side,Alive,Fair,Yes,40.63000...40.76000,>-73.89000
455587,Side,Alive,Fair,No,<40.63000,<-74.07000
648634,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
66778,Nearby,Alive,Good,No,<40.63000,-74.07000...-73.89000
637562,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
119891,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
415453,Front,Alive,Good,No,<40.63000,<-74.07000
528867,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
106724,Nearby,Alive,Good,No,<40.63000,<-74.07000
107991,Front,Alive,Good,No,<40.63000,<-74.07000
308369,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
612172,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
561540,Front,Alive,Poor,No,40.63000...40.76000,>-73.89000
388120,Front,Alive,Good,No,<40.63000,<-74.07000
297599,Side,Alive,Good,No,>40.76000,-74.07000...-73.89000
22147,Front,Alive,Good,No,<40.63000,<-74.07000
534765,Side,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
247031,Front,Alive,Fair,Yes,>40.76000,-74.07000...-73.89000
257645,Nearby,Alive,Good,Yes,>40.76000,-74.07000...-73.89000
101512,Front,Alive,Good,No,>40.76000,>-73.89000
507019,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
200698,Front,Alive,Good,No,<40.63000,<-74.07000
527905,Nearby,Alive,Good,No,>40.76000,>-73.89000
284179,Front,Alive,Good,No,<40.63000,<-74.07000
536448,Nearby,Alive,Fair,No,<40.63000,<-74.07000
23847,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
691006,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
206619,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
10485,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
170905,Side,Alive,Good,Yes,<40.63000,<-74.07000
658200,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
365300,Front,Dead,Dead,No,40.63000...40.76000,-74.07000...-73.89000
329594,Side,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
639085,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
183131,Nearby,Alive,Fair,Yes,<40.63000,<-74.07000
202930,Front,Alive,Fair,Yes,>40.76000,>-73.89000
96170,Front,Alive,Poor,No,>40.76000,-74.07000...-73.89000
251192,Front,Alive,Good,Yes,<40.63000,>-73.89000
374853,Front,Stump,Stump,No,40.63000...40.76000,-74.07000...-73.89000
280680,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
578596,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
456786,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
687941,Side,Alive,Good,No,>40.76000,>-73.89000
235701,Front,Alive,Good,No,>40.76000,>-73.89000
586788,Front,Alive,Good,Yes,40.63000...40.76000,>-73.89000
246284,Front,Alive,Good,No,>40.76000,>-73.89000
364779,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
375929,Nearby,Stump,Stump,No,<40.63000,>-73.89000
171910,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
327015,Front,Alive,Good,No,>40.76000,>-73.89000
496066,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
191181,Nearby,Alive,Good,No,<40.63000,<-74.07000
523968,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
618007,Side,Alive,Good,No,40.63000...40.76000,>-73.89000
593962,Nearby,Alive,Good,No,>40.76000,>-73.89000
59507,Front,Alive,Fair,No,>40.76000,-74.07000...-73.89000
479137,Side,Alive,Poor,No,40.63000...40.76000,>-73.89000
257704,Front,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
277269,Front,Alive,Good,No,>40.76000,>-73.89000
596804,Nearby/Side,Alive,Good,No,40.63000...40.76000,>-73.89000
390385,Front,Alive,Poor,No,<40.63000,<-74.07000
554821,Front,Alive,Fair,No,40.63000...40.76000,-74.07000...-73.89000
110820,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
266505,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
461926,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
567380,Front,Alive,Fair,No,>40.76000,>-73.89000
354059,Front,Alive,Good,Yes,40.63000...40.76000,-74.07000...-73.89000
136847,Side,Alive,Fair,Yes,>40.76000,-74.07000...-73.89000
151056,Side,Alive,Fair,No,40.63000...40.76000,>-73.89000
435422,Front,Alive,Good,No,<40.63000,<-74.07000
395319,Front,Alive,Good,Yes,<40.63000,<-74.07000
62479,Nearby,Alive,Poor,No,40.63000...40.76000,>-73.89000
245914,Front,Alive,Good,No,>40.76000,>-73.89000
509200,Side,Alive,Good,No,40.63000...40.76000,>-73.89000
227719,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
644214,Side,Alive,Good,Yes,>40.76000,>-73.89000
441766,Side,Alive,Good,No,40.63000...40.76000,>-73.89000
430475,Front,Alive,Poor,Yes,40.63000...40.76000,-74.07000...-73.89000
207730,Nearby,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
92887,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
319181,Nearby,Alive,Good,No,<40.63000,-74.07000...-73.89000
228677,Front,Alive,Fair,No,40.63000...40.76000,>-73.89000
609198,Side,Alive,Good,No,>40.76000,>-73.89000
442131,Front,Alive,Good,No,<40.63000,<-74.07000
527247,Front,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
645563,Side,Alive,Good,No,<40.63000,<-74.07000
212244,Front,Alive,Good,No,<40.63000,<-74.07000
406153,Side,Alive,Good,No,<40.63000,<-74.07000
466801,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
707095,Nearby,Alive,Good,No,<40.63000,-74.07000...-73.89000
26793,Front,Alive,Good,No,40.63000...40.76000,>-73.89000
594125,Front,Dead,Dead,No,40.63000...40.76000,>-73.89000
648845,Front,Alive,Good,No,<40.63000,<-74.07000
535882,Front,Alive,Good,No,<40.63000,>-73.89000
153059,Front,Alive,Good,No,<40.63000,-74.07000...-73.89000
669146,Front,Alive,Good,No,40.63000...40.76000,-74.07000...-73.89000
304260,Side,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
114997,Nearby,Alive,Good,Yes,<40.63000,-74.07000...-73.89000
200931,Front,Alive,Good,No,<40.63000,>-73.89000
454783,Front,Alive,Good,No,>40.76000,>-73.89000
358134,Front,Alive,Good,No,<40.63000,<-74.07000
489586,Front,Alive,Good,No,>40.76000,-74.07000...-73.89000
79912,Nearby,Alive,Good,No,40.63000...40.76000,>-73.89000
